date,close,company,rsi,macd,obv,atr,bb_position,mfi,roc,stoch_k,stoch_d
2020-01-01,100.0,SAMPLE,56.99677718293001,-1.350356549948763,-1907.807557877391,2.940071950096165,0.16885928936703531,57.390345471931234,4.491797841734928,18.233518357821954,19.972828011123656
2020-01-02,99.82347139765763,SAMPLE,57.61817091396869,-0.28903734143103565,-2768.192568656893,1.3416121206508866,0.4606727916549932,24.465705106310942,5.623883599929062,94.23009379012068,24.231060638744772
2020-01-03,101.21638523420899,SAMPLE,56.25823177345271,-1.5848398419999226,-3181.7981020785373,4.889845560111609,0.3070877433602487,50.22150567424668,-2.562943984892544,75.50682041316252,41.406782576781644
2020-01-04,104.40071315283113,SAMPLE,55.63092231131232,-0.6159230592780806,-1294.110444738347,3.0720417255043917,0.035159250271194153,30.95750781518607,3.416062020005344,20.802456273324886,23.273024187005355
2020-01-05,104.0161982798188,SAMPLE,65.17366683732746,-3.7872293339075713,-737.5573202045889,3.4567449772760455,0.32314521727941725,54.43851050190452,6.951276637559948,33.77107747242245,49.134909026878525
2020-01-06,103.63313375532542,SAMPLE,66.35019308523484,0.42658741474587714,-2073.03888930448,1.9464391308300293,0.5441086239394686,58.24427673567101,8.936732072149127,80.96742580880732,87.2465523258539
2020-01-07,107.00994234783276,SAMPLE,71.41524030198973,0.0024109507244484737,-1587.0025998868432,2.9339923404272152,0.5517123720199669,53.402555393171234,-1.2316764058992409,69.5677663215339,71.20634214091707
2020-01-08,108.75941521262814,SAMPLE,72.50238962554057,-1.6341772621363813,-3134.3065888252086,2.7165979678332874,0.3565589211768887,64.29773062869846,-11.507358588349934,76.57842927157243,57.99619805351111
2020-01-09,107.84697943440891,SAMPLE,76.76844630358235,1.3184913368648101,-2051.615534938135,1.299583368007935,0.44730275625260063,40.13655465445408,-4.104394612048433,44.12011022129324,8.900317798267965
2020-01-10,109.12509565109427,SAMPLE,70.82363123102166,1.8751402752531168,-2522.740186756014,1.424641414189869,0.9655179182347664,65.90639549798786,-2.134020974676288,71.6476262642167,69.39921083892756
2020-01-11,108.22281074565397,SAMPLE,81.83109987240853,-3.2151197287379483,-2616.3763754951847,4.349890078475099,0.3773484772303116,45.96602490249162,-1.2946939828919528,38.64937228639137,16.641428431093985
2020-01-12,107.32298189681455,SAMPLE,77.72421882530506,-1.5254495571324285,-1290.5797279529945,1.959279808826361,0.258226813259983,49.05106989935581,-0.9392970050435976,21.126291693819642,78.63673859616979
2020-01-13,107.94966712853125,SAMPLE,88.33747694214311,-1.5382846995745965,-2577.7432965372445,1.7798330859945222,0.24346704406676012,58.88612763566429,5.5944729896533465,63.26770348413599,25.00567585101532
2020-01-14,103.92685748497169,SAMPLE,75.46080647206796,-1.8798062022177293,-3974.861481650236,3.019645805000557,0.45776461270413416,21.10150303995344,6.372142133437907,97.60139255987941,41.70487283209009
2020-01-15,100.44547854739929,SAMPLE,88.24331091548007,1.658949683863497,-4558.460807996241,4.074988525450052,0.7595201487169441,59.2396532852149,-0.8583682696239168,31.06009713953296,35.04702023179279
2020-01-16,99.4163392268298,SAMPLE,80.91440351543487,-0.38765227754560705,-3520.081956976924,1.2477860743159517,0.2059881841884732,57.11510894432692,5.492424380259093,46.09695922125396,85.88139146748568
2020-01-17,97.50191632128349,SAMPLE,76.7301180731729,-0.5290296826212215,-5039.428032453767,3.3072316785530234,0.7092961271407681,38.59082700519679,1.7883068331554468,67.40013710698535,12.654445871340814
2020-01-18,98.21221258014258,SAMPLE,77.33051514330245,-4.007724728813507,-7871.583630564335,1.4768417713622934,0.021149823349416286,25.147657093969368,0.32252986431285857,54.15062821224878,56.56448823847886
2020-01-19,96.52684372206318,SAMPLE,77.61369238537425,1.2708360604184528,-8322.742488973334,1.1458442033024738,0.418932977983946,25.45612699478247,4.532720785549819,84.34277957090492,14.206160944306223
2020-01-20,93.89686619244758,SAMPLE,80.50983236263201,-2.478516789706945,-7771.001689062414,1.2109758086488696,0.7758650652027869,75.3934248191137,0.36126024118957906,76.1742706469516,70.47958361321867
2020-01-21,96.74315958545107,SAMPLE,79.89310024494795,0.1198652605326565,-6570.739939323585,4.336656432833765,0.3387329557744314,61.356759273550225,10.28905588548881,5.829720386235704,90.50781277944812
2020-01-22,96.40305649166488,SAMPLE,73.02778097977333,0.5547538759163834,-7033.901301408983,1.4718899345122463,0.5637371014453995,27.626156826244426,-7.192055833972796,99.8421233923774,43.46076538672534
2020-01-23,96.62965805478275,SAMPLE,74.13311915328279,2.721317191677302,-7445.327908524986,1.1806054576491678,0.2049792328259108,41.40339015853438,-2.5758544954600886,75.24024537194673,48.80922602649759
2020-01-24,93.97282911187797,SAMPLE,83.08250815836092,-2.617640798238224,-6291.427174269239,2.751599548571649,0.7419953911261723,55.54897963409579,-0.6325944847697516,86.39033162941132,92.74228364827623
2020-01-25,93.04365824612458,SAMPLE,78.90161126703808,-6.039024311641651,-8161.16887396466,4.375973887768099,0.05227910326875962,70.13430230543892,2.197263452289953,65.11977120953463,52.09913886493571
2020-01-26,93.3431147749455,SAMPLE,70.13578267148885,0.3676990895073897,-8549.68964914767,2.0496335059572077,0.8525426448755004,22.61965572278051,6.339802435515445,85.62851280467623,48.75984380495609
2020-01-27,91.28771137766934,SAMPLE,65.65505854548493,3.6010223630217073,-8359.265759222611,2.6868504701036655,0.19819638642166815,34.19798788820053,-0.12199283618078324,11.238297492870942,57.83291027043042
2020-01-28,92.06493133432505,SAMPLE,63.4215530406062,2.4778927058788747,-7910.047037937577,1.159690130255005,0.8743980317083307,73.38493941772279,-7.111148247531036,34.77378355593156,68.9229736362952
2020-01-29,91.0510410707771,SAMPLE,63.11723436832922,0.41931883054925156,-8419.85373112846,2.7963140565395035,0.3525292413005173,20.54993301102899,4.212569482275022,87.64209436044928,10.688337508703139
2020-01-30,90.61091171999755,SAMPLE,52.063517050427436,-0.9832723712640947,-8385.412719422618,3.3104523225485347,0.7226835744744866,32.08394616763324,3.774793830709822,20.165521126689224,82.1110527741516
2020-01-31,89.61109893727641,SAMPLE,52.946717554679296,1.6142451932746207,-10873.740072835608,3.283628215008579,0.31922529778618847,77.54145055837796,-9.70929329689703,7.824209858002273,43.55050274532593
2020-02-01,93.02040370924148,SAMPLE,42.904499503610765,-1.9470923994089373,-11531.988485169457,2.3297067686974606,0.9059116712346476,56.80411079133027,-0.019020668353996916,78.8118939945219,7.234850989748553
